,AcceptedAnswerId,AnswerCount,Body,ClosedDate,CommentCount,CommunityOwnedDate,CreationDate,FavoriteCount,Id,LastActivityDate,LastEditDate,LastEditorDisplayName,LastEditorUserId,OwnerDisplayName,OwnerUserId,ParentId,PostTypeId,Score,Tags,Title,ViewCount,body_text
212,,,"<p>If I have other things on my mind, I <em>force myself</em> to write two sentences before getting up from the computer/writing desk/typewriter.  At least half the time, two sentences is enough to get me into some sort of rhythm.</p>

<p>Also, I do a variation of the 10/2/5 rule (work/write 10 minutes, do something <em>anything</em> else for two, repeat 5 times to total an hour, take a bio or other break).  Mine's 12/3/4 -- same concept, just adjusted to the fact that I take a minute or two to ""reset"" sometimes when changing tasks.  It really does help.</p>
",,1,,2010-11-19T18:32:59.503,,233,2010-11-19T18:32:59.503,,,,,111,73,2,6,,,,"If I have other things on my mind, I force myself to write two sentences before getting up from the computer/writing desk/typewriter.  At least half the time, two sentences is enough to get me into some sort of rhythm.
Also, I do a variation of the 10/2/5 rule (work/write 10 minutes, do something anything else for two, repeat 5 times to total an hour, take a bio or other break).  Mine's 12/3/4 -- same concept, just adjusted to the fact that I take a minute or two to ""reset"" sometimes when changing tasks.  It really does help.
"
213,,,"<p><a href=""http://storybook.intertec.ch/joomla/"" rel=""nofollow"">Storybook</a> (free)</p>

<p>For German writers: <a href=""http://www.papyrus.de/Autor.htm"" rel=""nofollow"">Papyrus Autor</a> (not free)</p>
",,2,2010-11-27T07:56:56.470,2010-11-19T18:42:14.910,,234,2010-11-19T18:42:14.910,,,,,99,9,2,11,,,,"Storybook (free)
For German writers: Papyrus Autor (not free)
"
214,,,"<p><a href=""http://rads.stackoverflow.com/amzn/click/0312010443"" rel=""nofollow"">Hot to write a damn good novel</a>. The name might sound shallow, but the book is so packed with great information that it makes for a great source of knowledge, especially for the beginner.</p>
",,0,2010-11-19T18:47:30.987,2010-11-19T18:47:30.987,,235,2010-11-19T18:47:30.987,,,,Eric Fortier,,148,2,4,,,,"Hot to write a damn good novel. The name might sound shallow, but the book is so packed with great information that it makes for a great source of knowledge, especially for the beginner.
"
215,257,5,"<p>Obviously this question has a lot of different answers. I'm interested in the typical total profit that a writer might expect to see from:</p>

<ol>
<li>A NYT Bestseller</li>
<li>A diet or self-help book that sells 100,000 copies</li>
<li>A romance novel that sells 10,000 copies</li>
<li>A self-published novel that sells 5,000 copies</li>
</ol>

<p>What are the typical rev shares for new authors? How are the deals structured? Do you always get royalties, or is flat fee more typical?</p>
",,11,,2010-11-19T18:48:23.530,10,236,2017-06-21T18:19:17.390,2010-12-13T06:13:15.213,,26,,122,,1,32,<money>,How Much Can You Make From Writing a Book?,18453,"Obviously this question has a lot of different answers. I'm interested in the typical total profit that a writer might expect to see from:

A NYT Bestseller
A diet or self-help book that sells 100,000 copies
A romance novel that sells 10,000 copies
A self-published novel that sells 5,000 copies

What are the typical rev shares for new authors? How are the deals structured? Do you always get royalties, or is flat fee more typical?
"
216,243,5,"<p>I am writing a novel wherein there are many characters whose thoughts are key to telling it properly.  In an earlier draft, I attempted to have any given chapter told from the point of view of exactly one character, but that turned out to be problematic.  Usually it led to chapters I found uncomfortably short, or I would wind up writing mostly about nothing as I forgot that character was no longer important for the current scene.</p>

<p>In my current draft, I decided to go with a pseudo-omniscient narrator to solve these problems.  It could only step into one character's head at a time, but it would be able to switch characters mid-scene, if necessary, rather than waiting for a section or chapter break.</p>

<p>Some of the transitions from one character to another have felt a bit awkward, though.  Most of the better ones I have involve dialogue; it's easy to switch the frame to another character naturally after that character has just spoken.  Are there any other techniques that can make these transitions flow better?  </p>
",,3,,2010-11-19T18:49:46.650,4,237,2015-09-16T07:54:23.090,,,,,7,,1,9,<viewpoint><third-person>,How to switch pov characters mid-scene without jarring the reader?,4028,"I am writing a novel wherein there are many characters whose thoughts are key to telling it properly.  In an earlier draft, I attempted to have any given chapter told from the point of view of exactly one character, but that turned out to be problematic.  Usually it led to chapters I found uncomfortably short, or I would wind up writing mostly about nothing as I forgot that character was no longer important for the current scene.
In my current draft, I decided to go with a pseudo-omniscient narrator to solve these problems.  It could only step into one character's head at a time, but it would be able to switch characters mid-scene, if necessary, rather than waiting for a section or chapter break.
Some of the transitions from one character to another have felt a bit awkward, though.  Most of the better ones I have involve dialogue; it's easy to switch the frame to another character naturally after that character has just spoken.  Are there any other techniques that can make these transitions flow better?  
"
217,241,2,"<p>I've seen ""New York Times Bestseller"" written across the top of more books than I can count.  It seems every other book I look at has this advertisement, so much so that I discount it as a meaningful accomplishment.</p>

<p>But what does it really mean?  Is it based on number of copies sold?  Does the NYT actually have editors read the books and only choose ones that they enjoyed enough?</p>
",,2,,2010-11-19T18:54:56.663,,239,2018-02-14T16:33:50.990,2011-07-14T16:50:03.303,,20,,7,,1,17,<publishing>,What is the requirement for a book to be a NYT Bestseller?,8197,"I've seen ""New York Times Bestseller"" written across the top of more books than I can count.  It seems every other book I look at has this advertisement, so much so that I discount it as a meaningful accomplishment.
But what does it really mean?  Is it based on number of copies sold?  Does the NYT actually have editors read the books and only choose ones that they enjoyed enough?
"
218,,,"<p>Christopher Vogler's summary of Joseph Campbell's <a href=""http://en.wikipedia.org/wiki/Monomyth"" rel=""nofollow"">Monomyth</a>, ""A Practical Guide to The Hero With a Thousand Faces"".</p>
",,0,2010-11-19T18:56:44.677,2010-11-19T18:56:44.677,,240,2010-11-19T18:56:44.677,,,,,102,148,2,4,,,,"Christopher Vogler's summary of Joseph Campbell's Monomyth, ""A Practical Guide to The Hero With a Thousand Faces"".
"
219,,,"<p>It means that a book has been - for any length of time - on the <a href=""http://www.nytimes.com/best-sellers-books/overview.html"">New York Time's Best Seller's List</a>.  This list aggregates sales data from thousands of venues in the United States for several different genres of books.  It gathers data weekly and the data is published two weeks after data gathering (so the November 28 print edition contains the November 14th data).</p>

<p>Being a New York Times best seller is not necessarily an index of quality.  It is an index of ""hotness.""  A book is moving fast to make it onto that list.  The idea behind advertising it is to help the book pick up even more steam.  If a book spends several weeks on the list, this is an indication of a book that sells extremely well.</p>

<p>The reason that it seems like this encompasses so many books is that you hear about books that are NYT best sellers because they are being purchased, read, and talked about.  The reality is that this list contains fewer books than you would think.</p>
",,1,,2010-11-19T18:58:49.477,,241,2010-11-19T18:58:49.477,,,,,20,239,2,13,,,,"It means that a book has been - for any length of time - on the New York Time's Best Seller's List.  This list aggregates sales data from thousands of venues in the United States for several different genres of books.  It gathers data weekly and the data is published two weeks after data gathering (so the November 28 print edition contains the November 14th data).
Being a New York Times best seller is not necessarily an index of quality.  It is an index of ""hotness.""  A book is moving fast to make it onto that list.  The idea behind advertising it is to help the book pick up even more steam.  If a book spends several weeks on the list, this is an indication of a book that sells extremely well.
The reason that it seems like this encompasses so many books is that you hear about books that are NYT best sellers because they are being purchased, read, and talked about.  The reality is that this list contains fewer books than you would think.
"
220,,,"<p>From <a href=""http://www.nytimes.com/best-sellers-books/overview.html"" rel=""nofollow"">http://www.nytimes.com/best-sellers-books/overview.html</a>:</p>

<blockquote>
  <p>Rankings reflect sales, for the week
  ending November 7, 2010, at many
  thousands of venues where a wide range
  of general interest books are sold
  nationwide. These include hundreds of
  independent book retailers
  (statistically weighed to represent
  all such outlets); national, regional
  and local chains; online and
  multimedia entertainment retailers;
  university, gift, supermarket,
  discount department stores and
  newsstands.</p>
</blockquote>
",,0,,2010-11-19T18:59:15.437,,242,2010-11-19T18:59:15.437,,,,,72,239,2,3,,,,"From http://www.nytimes.com/best-sellers-books/overview.html:

Rankings reflect sales, for the week
  ending November 7, 2010, at many
  thousands of venues where a wide range
  of general interest books are sold
  nationwide. These include hundreds of
  independent book retailers
  (statistically weighed to represent
  all such outlets); national, regional
  and local chains; online and
  multimedia entertainment retailers;
  university, gift, supermarket,
  discount department stores and
  newsstands.

"
221,,,"<p>Well, first off I would try to avoid that if you can, but that's not always possible, so here's one thing that I've found worked for me in the past.</p>

<p>I had both characters looking at something and thinking about it (and in this case, each other). I started with one character's thoughts, then moved to a mix of both of them as they overlapped, then finished in the other character's head. It took a couple tries to get it really working. </p>

<p>My real goal with this was to make the reader only realize that things had changed after it had happened, they would just find themselves naturally in the other character's mind and not question it. Though I admit it took a few tries to get it working.</p>
",,1,,2010-11-19T19:06:12.163,,243,2010-11-19T19:06:12.163,,,,,124,237,2,6,,,,"Well, first off I would try to avoid that if you can, but that's not always possible, so here's one thing that I've found worked for me in the past.
I had both characters looking at something and thinking about it (and in this case, each other). I started with one character's thoughts, then moved to a mix of both of them as they overlapped, then finished in the other character's head. It took a couple tries to get it really working. 
My real goal with this was to make the reader only realize that things had changed after it had happened, they would just find themselves naturally in the other character's mind and not question it. Though I admit it took a few tries to get it working.
"
222,,,"<p>Character jumping can be done gracefully, but it's important to master the concept of one character perspective per scene first. It's tempting to jump around, but you will find that your writing gets better when you slap a constraint of no head jumping mid-scene. The writing is better because you're forced to build intimacy with the current character instead of trying to show everything at once. </p>

<p>Head jumping jars the reader naturally because you're breaking the intimacy with the current character, and forcing your audience to understand the situation through a whole new perspective. </p>

<p>For your specific issue, try picking the most important character in the scene so it doesn't fall flat. The issues you ran into by staying with one character (short chapters or no impact) seem like a core issue in the approach toward the story. When the story requires so many characters to tell their thoughts in one scene, imagine the potential for reader confusion as they try to relate to the concepts.</p>
",,1,,2010-11-19T19:06:26.690,,244,2010-11-19T19:25:58.040,2010-11-19T19:25:58.040,,86,,86,237,2,2,,,,"Character jumping can be done gracefully, but it's important to master the concept of one character perspective per scene first. It's tempting to jump around, but you will find that your writing gets better when you slap a constraint of no head jumping mid-scene. The writing is better because you're forced to build intimacy with the current character instead of trying to show everything at once. 
Head jumping jars the reader naturally because you're breaking the intimacy with the current character, and forcing your audience to understand the situation through a whole new perspective. 
For your specific issue, try picking the most important character in the scene so it doesn't fall flat. The issues you ran into by staying with one character (short chapters or no impact) seem like a core issue in the approach toward the story. When the story requires so many characters to tell their thoughts in one scene, imagine the potential for reader confusion as they try to relate to the concepts.
"
223,,,"<p>There are many tools you can use, as listed above, though in the end the best thing to use is what works for you. Try out what looks good and see if it helps you out. If something gets in the way of your writing it can't be to helpful, can it?</p>

<p>Myself, for many years I used TextPad to do all my writing in. Useful application that did plain text and did it very well. Over the last couple of years I've been moving to Word 2007, mostly because it has a homogenize checker, something that is still a problem for me.</p>
",,0,2010-11-27T07:56:56.470,2010-11-19T19:16:19.680,,245,2010-11-19T19:16:19.680,,,,,124,9,2,2,,,,"There are many tools you can use, as listed above, though in the end the best thing to use is what works for you. Try out what looks good and see if it helps you out. If something gets in the way of your writing it can't be to helpful, can it?
Myself, for many years I used TextPad to do all my writing in. Useful application that did plain text and did it very well. Over the last couple of years I've been moving to Word 2007, mostly because it has a homogenize checker, something that is still a problem for me.
"
224,,,"<p>There are a lot of different ways you can overcome a lack of motivation, here are a few that I've come up with.</p>

<ul>
<li><p>Write somewhere outside of your usual places. This can be a coffee shop or a home office, but it has to be the sort of place you don't do other things at. The idea is to take you out of the familiar places where you can fall back into the usual patterns. This shouldn't be the sort of place (or computer if you can afford it) that you use to play games or watch TV. It's a place for writing, and you go there to write.</p></li>
<li><p>Schedule a block of time. Sometimes just writing an hour everyday can help. It's worked for me when I've been in a longer slump.</p></li>
<li><p>Goal and Rewards. This is a simple one, how much do you want to write every day/week? Set the goal for that and then set your reward for meeting that goal. Not only are your bribing yourself you're setting a deadline.</p></li>
<li><p>Or another take on the same idea, Competition. Last year another writer friend of mine and I entered into a deal. The first person to miss their weekly writing goal before the end of the year had to by the other a DVD boxset of their choice. At the time we were both sipping all over the place. For the next six months neither one of us missed our goals... so neither one of us got a boxset. Well, the word count was more important.</p></li>
</ul>
",,0,,2010-11-19T19:28:53.807,,247,2010-11-19T19:28:53.807,,,,,124,73,2,13,,,,"There are a lot of different ways you can overcome a lack of motivation, here are a few that I've come up with.

Write somewhere outside of your usual places. This can be a coffee shop or a home office, but it has to be the sort of place you don't do other things at. The idea is to take you out of the familiar places where you can fall back into the usual patterns. This shouldn't be the sort of place (or computer if you can afford it) that you use to play games or watch TV. It's a place for writing, and you go there to write.
Schedule a block of time. Sometimes just writing an hour everyday can help. It's worked for me when I've been in a longer slump.
Goal and Rewards. This is a simple one, how much do you want to write every day/week? Set the goal for that and then set your reward for meeting that goal. Not only are your bribing yourself you're setting a deadline.
Or another take on the same idea, Competition. Last year another writer friend of mine and I entered into a deal. The first person to miss their weekly writing goal before the end of the year had to by the other a DVD boxset of their choice. At the time we were both sipping all over the place. For the next six months neither one of us missed our goals... so neither one of us got a boxset. Well, the word count was more important.

"
225,,,"<p>They way my last few collaborations worked was a bit like this, though these were all for short stories. Together we would come up with the story and work out the plot points for the story, the main character beats and the over all plot and events. </p>

<p>After that was all settled one of us would sit down and write the draft (we would trade off of this each story). Then give to the other who would review and clean up the story a bit more. The back and fourth until we were both happy with that, after that it was posted for the online group. </p>

<p>Usually you can tell who did the heavy lifting on the writing as they got top billing. </p>
",,0,,2010-11-19T19:33:42.463,,248,2010-11-19T19:33:42.463,,,,,124,143,2,1,,,,"They way my last few collaborations worked was a bit like this, though these were all for short stories. Together we would come up with the story and work out the plot points for the story, the main character beats and the over all plot and events. 
After that was all settled one of us would sit down and write the draft (we would trade off of this each story). Then give to the other who would review and clean up the story a bit more. The back and fourth until we were both happy with that, after that it was posted for the online group. 
Usually you can tell who did the heavy lifting on the writing as they got top billing. 
"
226,,,"<p><a href=""http://rads.stackoverflow.com/amzn/click/0470530707"" rel=""nofollow"">Writing Fiction for Dummies</a> - I really enjoyed that one. I also found <a href=""http://rads.stackoverflow.com/amzn/click/0826415687"" rel=""nofollow"">Screenwriting: The Sequence Approach</a> very useful.</p>
",,0,2010-11-19T19:53:23.573,2010-11-19T19:53:23.573,,249,2010-11-19T19:53:23.573,,,,,21,148,2,4,,,,"Writing Fiction for Dummies - I really enjoyed that one. I also found Screenwriting: The Sequence Approach very useful.
"
227,,,"<p>I don't like having pending tasks (I use Outlook for them), so a good way I found to motivate myself (for doing anything actually) is adding tasks to it.</p>

<p>Before doing anything else I try to complete these tasks.</p>

<p>Adding tasks for writing at least a few paragraph (to start) would be a good way to accomplish it.</p>
",,0,,2010-11-19T19:57:14.687,,250,2010-11-19T19:57:14.687,,,,,8,73,2,4,,,,"I don't like having pending tasks (I use Outlook for them), so a good way I found to motivate myself (for doing anything actually) is adding tasks to it.
Before doing anything else I try to complete these tasks.
Adding tasks for writing at least a few paragraph (to start) would be a good way to accomplish it.
"
228,253,4,"<p>I find that when I structure my poetry according to an accepted form such as a <a href=""http://en.wikipedia.org/wiki/Villanelle"" rel=""nofollow"">villanelle</a>, <a href=""http://en.wikipedia.org/wiki/Sestina"" rel=""nofollow"">sestina</a>, or <a href=""http://en.wikipedia.org/wiki/Sonnet"" rel=""nofollow"">sonnet</a> I am able to think more clearly because of the boundaries of the form, and believe my best poetry is in fixed verse form.</p>

<p>I'm concerned that fixed verse form poetry seems old fashioned (especially given the number of people who think writing a sonnet gives them license to torture the English language).  Are there readers for this type of poetry?  Are their editors or magazines who would welcome it?  Should I work on perfecting my un-structured poetry instead?</p>
",,1,,2010-11-19T20:03:23.937,1,251,2013-05-24T22:11:40.457,2010-11-21T18:29:59.067,,26,,20,,1,7,<publishing><poetry>,Is there a Market for Poetry with a Fixed Verse Form,403,"I find that when I structure my poetry according to an accepted form such as a villanelle, sestina, or sonnet I am able to think more clearly because of the boundaries of the form, and believe my best poetry is in fixed verse form.
I'm concerned that fixed verse form poetry seems old fashioned (especially given the number of people who think writing a sonnet gives them license to torture the English language).  Are there readers for this type of poetry?  Are their editors or magazines who would welcome it?  Should I work on perfecting my un-structured poetry instead?
"
229,,,"<p>When I was studying sketch writing, we were taught to not worry about storylines and events, but rather about characters, relationships, and their motivations. The motivations then lead to some conflict and the personalities lead to a resolution.</p>

<p>In sketch (essentially a five minute play that tells a short story), the arc was pretty much, introduce characters, relationships, and environment by 1:00. Build up towards conflict by 2/2:30. The conflict brings out each characters needs and thereby actions, which drives towards a resolution around 4:00, and then wrap up at 5:00.</p>

<p>Following this method, each character would have a reason he does something, and the dialogue would write itself. This holds not just for comedy, but also other types of theatre, and on a larger scale (ie: novel, three-act play) the same concepts hold within each scene.</p>

<p>Every week we had to write a story, and the way we always started was by having some general idea and some characters and their motivations.</p>

<p>The characters then defined what happened. Often time, the end turned out to be entirely different from what was in the back of my head initially.</p>

<p>Stephen King talks about the same thing in <em>On Writing</em>, where when he starts a book he has no idea what's going to happen.</p>

<p>Michael Crichton (<em>Jurassic Park</em>) had also said in an interview many years ago that he used to get into the heads of velociraptors by pretending to be one in his office just so he could understand what they were going to do next.</p>
",,0,,2010-11-19T20:03:32.357,,252,2010-11-19T20:03:32.357,,,,,18,134,2,9,,,,"When I was studying sketch writing, we were taught to not worry about storylines and events, but rather about characters, relationships, and their motivations. The motivations then lead to some conflict and the personalities lead to a resolution.
In sketch (essentially a five minute play that tells a short story), the arc was pretty much, introduce characters, relationships, and environment by 1:00. Build up towards conflict by 2/2:30. The conflict brings out each characters needs and thereby actions, which drives towards a resolution around 4:00, and then wrap up at 5:00.
Following this method, each character would have a reason he does something, and the dialogue would write itself. This holds not just for comedy, but also other types of theatre, and on a larger scale (ie: novel, three-act play) the same concepts hold within each scene.
Every week we had to write a story, and the way we always started was by having some general idea and some characters and their motivations.
The characters then defined what happened. Often time, the end turned out to be entirely different from what was in the back of my head initially.
Stephen King talks about the same thing in On Writing, where when he starts a book he has no idea what's going to happen.
Michael Crichton (Jurassic Park) had also said in an interview many years ago that he used to get into the heads of velociraptors by pretending to be one in his office just so he could understand what they were going to do next.
"
230,,,"<p><a href=""http://www.duotrope.com/"" rel=""nofollow"">Duotrope</a> also lists poetry markets; that might be the best place to start looking.</p>
",,0,,2010-11-19T20:07:28.640,,253,2013-05-24T22:11:40.457,2013-05-24T22:11:40.457,,5232,,124,251,2,3,,,,"Duotrope also lists poetry markets; that might be the best place to start looking.
"
231,,,"<p><a href=""http://www.writersdigest.com/GeneralMenu/"" rel=""nofollow"">Writer's Digest</a> has many good articles.</p>
",,0,,2010-11-19T20:09:56.347,,254,2010-11-19T20:09:56.347,,,,,18,1,2,2,,,,"Writer's Digest has many good articles.
"
232,,,"<p>The following were very informative for me, for various reasons:</p>

<ul>
<li><a href=""http://rads.stackoverflow.com/amzn/click/089879045X"">How to Write Best Selling Fiction</a>, by Dean Koontz: no-nonsense, practical, full of real-world examples, though a bit dated.</li>
<li><a href=""http://rads.stackoverflow.com/amzn/click/0898796008"">The Craft of Writing Science Fiction That Sells</a>, by Ben Bova: examines the mechanics of what the <strong>craft</strong> of writing good fiction consists of (note Bova was an editor for many years, so his insight is doubly valid).</li>
<li><a href=""http://rads.stackoverflow.com/amzn/click/0743455967"">On Writing</a>, by Stephen King: more of a biography of how he did it (as he admits), but incredibly insightful and very well written. </li>
</ul>
",,0,2010-11-19T21:13:32.227,2010-11-19T21:13:32.227,,255,2010-11-19T21:13:32.227,,,,,16,148,2,10,,,,"The following were very informative for me, for various reasons:

How to Write Best Selling Fiction, by Dean Koontz: no-nonsense, practical, full of real-world examples, though a bit dated.
The Craft of Writing Science Fiction That Sells, by Ben Bova: examines the mechanics of what the craft of writing good fiction consists of (note Bova was an editor for many years, so his insight is doubly valid).
On Writing, by Stephen King: more of a biography of how he did it (as he admits), but incredibly insightful and very well written. 

"
233,,,"<p>If the characters are strong, the name gets molded to the character; if they're weak, it's the other way around.</p>

<p>""The World According to Garp"" makes a pretty big deal about Garp's name - both the word ""Garp"" and why Garp's mother selected that name play important roles.  Nonetheless, I don't think the story would have had a significantly different impact on me if Garp had been named ""John"".  We identify with characters based on who they are - their name becomes a convenient flag for that.  </p>
",,2,,2010-11-19T21:17:42.057,,256,2010-11-19T21:42:43.723,2010-11-19T21:42:43.723,,44,,44,138,2,19,,,,"If the characters are strong, the name gets molded to the character; if they're weak, it's the other way around.
""The World According to Garp"" makes a pretty big deal about Garp's name - both the word ""Garp"" and why Garp's mother selected that name play important roles.  Nonetheless, I don't think the story would have had a significantly different impact on me if Garp had been named ""John"".  We identify with characters based on who they are - their name becomes a convenient flag for that.  
"
234,,,"<p>A NYT Bestseller</p>

<p>Probably you'll make a good bit here, but generally, if you make it this far, it's not going to be your first book, and you're going to have worked it out contractually before hand. Mind you, you can be on the list for selling ~5000(hardcover) copies a week. If you write something that makes the list, you'll probably bring down $50,000+, but the numbers vary wildly depending on what rights you sold the publisher, what your contract stipulates, etc, etc.</p>

<p>A diet or self-help book that sells 100,000 copies</p>

<p>In what time period, in how many printings, etc, etc? Is it hardcover or paperback? This is pretty hard to judge. For books that aren't pegged on religion, fad diets, or new age mysticism, 10,000 copies would be considered a great run for this kind of book. 100,000 is pretty rare.</p>

<p>A romance novel that sells 10,000 copies</p>

<p>Chances are, you'll make the same for selling 1 copy as for 1 million copies. Romance novels are almost all commissioned. The company sends you the exact outline, and you write it to their spec, for a flat fee. You probably don't get to put your name on it, but why would you want to? Now, if you're writing your own novel, it'll make the same as any other type of book, depending on your contract.</p>

<p>A self-published novel that sells 5,000 copies</p>

<p>Well, you'll make like 10 bucks a book, but on the other hand, you'll have to spend your life wandering from bookstore to bookstore trying to get them to buy 5 copies at a time. So in terms of hourly wage, eh. </p>
",,5,,2010-11-19T21:26:52.803,,257,2010-11-19T21:26:52.803,,,,,125,236,2,17,,,,"A NYT Bestseller
Probably you'll make a good bit here, but generally, if you make it this far, it's not going to be your first book, and you're going to have worked it out contractually before hand. Mind you, you can be on the list for selling ~5000(hardcover) copies a week. If you write something that makes the list, you'll probably bring down $50,000+, but the numbers vary wildly depending on what rights you sold the publisher, what your contract stipulates, etc, etc.
A diet or self-help book that sells 100,000 copies
In what time period, in how many printings, etc, etc? Is it hardcover or paperback? This is pretty hard to judge. For books that aren't pegged on religion, fad diets, or new age mysticism, 10,000 copies would be considered a great run for this kind of book. 100,000 is pretty rare.
A romance novel that sells 10,000 copies
Chances are, you'll make the same for selling 1 copy as for 1 million copies. Romance novels are almost all commissioned. The company sends you the exact outline, and you write it to their spec, for a flat fee. You probably don't get to put your name on it, but why would you want to? Now, if you're writing your own novel, it'll make the same as any other type of book, depending on your contract.
A self-published novel that sells 5,000 copies
Well, you'll make like 10 bucks a book, but on the other hand, you'll have to spend your life wandering from bookstore to bookstore trying to get them to buy 5 copies at a time. So in terms of hourly wage, eh. 
"
235,,,"<p>The biggest problem I've seen is that all the authors books aren't in the same spot in the store, so your more casual fans aren't going know that you have a book out unless they read from multiple genres themselves.</p>

<p>Otherwise I don't think you'll have many issues. Hardcore fans will get the information from your website, and straddling genres will bring some people to your other work who wouldn't be exposed to it otherwise.</p>
",,0,,2010-11-19T21:31:26.323,,258,2010-11-19T21:31:26.323,,,,,125,199,2,2,,,,"The biggest problem I've seen is that all the authors books aren't in the same spot in the store, so your more casual fans aren't going know that you have a book out unless they read from multiple genres themselves.
Otherwise I don't think you'll have many issues. Hardcore fans will get the information from your website, and straddling genres will bring some people to your other work who wouldn't be exposed to it otherwise.
"
236,,,"<p>Neal Stephenson famously <a href=""http://www.nealstephenson.com/photos.htm"" rel=""nofollow"">writes his books out longhand</a>.</p>

<p>Of course, he also only publishes a book every 4 years or so. </p>

<p>I've never been able to understand people who preferred longhand or typewriters, but this is mostly because I can't stand losing something I've written, and this is all too easy with hardcopy.</p>
",,1,,2010-11-19T21:40:26.763,,259,2010-11-19T21:40:26.763,,,,,125,76,2,0,,,,"Neal Stephenson famously writes his books out longhand.
Of course, he also only publishes a book every 4 years or so. 
I've never been able to understand people who preferred longhand or typewriters, but this is mostly because I can't stand losing something I've written, and this is all too easy with hardcopy.
"
237,,,"<p>The only time you'd have to choose is if you're submitting to a journal or publication that has a list of writing standards to which applications must adhere, and one of their standards is preferred spelling.</p>
",,0,,2010-11-19T21:44:56.743,,260,2010-11-19T21:44:56.743,,,,,125,173,2,1,,,,"The only time you'd have to choose is if you're submitting to a journal or publication that has a list of writing standards to which applications must adhere, and one of their standards is preferred spelling.
"
238,,,"<p>Strunk and White: <A HREF=""http://en.wikipedia.org/wiki/The_Elements_of_Style"">The Elements of Style</a></p>
",,0,,2010-11-19T21:53:34.797,,261,2010-11-19T21:53:34.797,,,,,125,171,2,8,,,,"Strunk and White: The Elements of Style
"
239,,,"<p>In addition to <a href=""https://writers.stackexchange.com/questions/187/warning-signs-that-a-publisher-may-be-shady/213#213"">HedgeMage's</a> answer, which provides a nice summary of the issues:</p>

<p>There are a number of online resources and discussion places on the topic of dodgy publishers, such as <a href=""http://www.sfwa.org/for-authors/writer-beware/"" rel=""nofollow noreferrer"">Writer Beware</a>, <a href=""http://www.anotherealm.com/prededitors/"" rel=""nofollow noreferrer"">Preditors and Editors</a> and <a href=""http://absolutewrite.com/forums/forumdisplay.php?f=22"" rel=""nofollow noreferrer"">Absolute Write</a>. You can search these for general tips or to check on specific publishers.</p>

<p>This <a href=""http://www.sff.net/people/victoriastrauss/beware.html"" rel=""nofollow noreferrer"">article by Victoira Strauss</a> provides a good summary of things to look for (agents as well as publishers) and links to other resources.</p>
",,1,,2010-11-19T22:01:53.647,,262,2010-11-19T22:01:53.647,2017-04-13T12:40:22.750,,-1,,65,187,2,8,,,,"In addition to HedgeMage's answer, which provides a nice summary of the issues:
There are a number of online resources and discussion places on the topic of dodgy publishers, such as Writer Beware, Preditors and Editors and Absolute Write. You can search these for general tips or to check on specific publishers.
This article by Victoira Strauss provides a good summary of things to look for (agents as well as publishers) and links to other resources.
"
240,,,"<p>For a good, modern example, see <a href=""http://rads.stackoverflow.com/amzn/click/1594489580"" rel=""nofollow"">The Brief Wondrous Life of Oscar Wao</a>. The entire story is told by a narrator who speaks, not only with slang, but with impenetrable, culturally specific slang, largely in Spanish. It gives the whole book an immediacy, and you feel almost as if you're sitting on the steps with a beer, listening to this crazy dominicano telling you the story as he paces back and forth on the sidewalk, making big hand gestures. Quality book, won a lot of awards, sold a lot of copies.</p>

<p>So the answer is absolutely, with the caveat that, if it's not done well, it's better not to do it at all. And it should (imho) only be done in the first or second. Even if you're using some Gatsby-esque first-person-pretending-to-be-third-person device, that's fine, but impersonal narrators speaking in slang is a little weird, again, in my opinion.</p>
",,0,,2010-11-19T22:07:40.427,,263,2010-11-22T15:40:18.743,2010-11-22T15:40:18.743,,125,,125,128,2,1,,,,"For a good, modern example, see The Brief Wondrous Life of Oscar Wao. The entire story is told by a narrator who speaks, not only with slang, but with impenetrable, culturally specific slang, largely in Spanish. It gives the whole book an immediacy, and you feel almost as if you're sitting on the steps with a beer, listening to this crazy dominicano telling you the story as he paces back and forth on the sidewalk, making big hand gestures. Quality book, won a lot of awards, sold a lot of copies.
So the answer is absolutely, with the caveat that, if it's not done well, it's better not to do it at all. And it should (imho) only be done in the first or second. Even if you're using some Gatsby-esque first-person-pretending-to-be-third-person device, that's fine, but impersonal narrators speaking in slang is a little weird, again, in my opinion.
"
